team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,manager
Run it Back,14,Cole Beasley,WR,Buf,BN,14.9,Jean
Da Don Da Da's,14,Cooper Kupp,WR,LAR,WR,14.5,Khari
Zeke Virus,14,Corey Davis,WR,Ten,WR,5.4,Adam
Run it Back,14,Courtland Sutton,WR,Den,BN,8.4,Jean
Post Mahomes,14,Curtis Samuel,WR,Car,BN,6.2,JL
Obi 'Quon Kenobi,14,Dak Prescott,QB,Dal,BN,18.46,roy s
Birds Like I'm Julio,14,Dallas Goedert,TE,Phi,BN,7.1,Jake
Eli Man Penguin Boy,14,Dalvin Cook,RB,Min,RB,15.5,Andy
Eli Man Penguin Boy,14,Damien Williams,RB,KC,BN,0,Andy
3HeadedATK,14,Daniel Jones,QB,NYG,BN,0,Christopher
Da Don Da Da's,14,Darius Slayton,WR,NYG,BN,32.4,Khari
Eli Man Penguin Boy,14,Darren Waller,TE,LV,TE,11.2,Andy
Run it Back,14,Davante Adams,WR,GB,WR,8.1,Jean
Zeke Virus,14,David Johnson,RB,Ari,W/R/T,13.3,Adam
Birds Like I'm Julio,14,David Montgomery,RB,Chi,RB,6.6,Jake
3HeadedATK,14,David Njoku,TE,Cle,TE,1.4,Christopher
Eli Man Penguin Boy,14,DeAndre Hopkins,WR,Ari,WR,26.2,Andy
3HeadedATK,14,Dede Westbrook,WR,Jax,BN,8.5,Christopher
Big Bucs No Whammies,14,Deebo Samuel,WR,SF,BN,15.9,Travis
Eli Man Penguin Boy,14,Derrick Henry,RB,Ten,RB,23.9,Andy
Zeke Virus,14,Derrius Guice,RB,Was,BN,4.2,Adam
Obi 'Quon Kenobi,14,Deshaun Watson,QB,Hou,QB,31.08,roy s
Big Bucs No Whammies,14,DeVante Parker,WR,Mia,WR,4.8,Travis
Run it Back,14,Devin Singletary,RB,Buf,BN,17.8,Jean
Post Mahomes,14,Devonta Freeman,RB,Atl,W/R/T,19.4,JL
Da Don Da Da's,14,DJ Chark Jr.,WR,Jax,WR,16.5,Khari
Run it Back,14,DJ Moore,WR,Car,W/R/T,12.1,Jean
Post Mahomes,14,DK Metcalf,WR,Sea,BN,13.8,JL
Run it Back,14,Drew Brees,QB,NO,BN,45.06,Jean
Birds Like I'm Julio,14,Duke Johnson,RB,Hou,BN,10.5,Jake
3HeadedATK,14,Emmanuel Sanders,WR,SF,WR,35.1,Christopher
Zeke Virus,14,Evan Engram,TE,NYG,BN,0,Adam
3HeadedATK,14,Ezekiel Elliott,RB,Dal,RB,23.3,Christopher
Game of Jones,14,George Kittle,TE,SF,W/R/T,18.7,Andre
3HeadedATK,14,Golden Tate,WR,NYG,BN,2.1,Christopher
Birds Like I'm Julio,14,Green Bay,DEF,GB,DEF,7,Jake
3HeadedATK,14,Greg Olsen,TE,Car,BN,0,Christopher
Game of Jones,14,Greg Zuerlein,K,Dal,K,4,Andre
Big Bucs No Whammies,14,Harrison Butker,K,KC,K,13,Travis
Run it Back,14,Hunter Henry,TE,LAC,TE,11.9,Jean
Big Bucs No Whammies,14,Indianapolis,DEF,Ind,DEF,11,Travis
Obi 'Quon Kenobi,14,Jack Doyle,TE,Ind,TE,4.7,roy s
Zeke Virus,14,Jacksonville,DEF,Jax,BN,-3,Adam
Big Bucs No Whammies,14,Jacob Hollister,TE,Sea,TE,7.4,Travis
Post Mahomes,14,Jake Elliott,K,Phi,K,5,JL
Da Don Da Da's,14,Jamaal Williams,RB,GB,RB,2.4,Khari
Zeke Virus,14,Jameis Winston,QB,TB,QB,41.74,Adam
Da Don Da Da's,14,James Conner,RB,Pit,BN,0,Khari
Post Mahomes,14,James White,RB,NE,RB,12.4,JL
Birds Like I'm Julio,14,Jamison Crowder,WR,NYJ,W/R/T,5.9,Jake
Eli Man Penguin Boy,14,Jared Cook,TE,NO,BN,20.4,Andy
Post Mahomes,14,Jared Goff,QB,LAR,BN,20.12,JL
Eli Man Penguin Boy,14,Jarvis Landry,WR,Cle,W/R/T,11.6,Andy
Game of Jones,14,Jason Witten,TE,LV,TE,8.7,Andre
Obi 'Quon Kenobi,14,Jaylen Samuels,RB,Pit,BN,5.4,roy s
3HeadedATK,14,Joe Mixon,RB,Cin,RB,27.6,Christopher
Birds Like I'm Julio,14,John Brown,WR,Buf,W/R/T,5.6,Jake
3HeadedATK,14,Jonathan Williams,RB,Ind,BN,0,Christopher
Big Bucs No Whammies,14,Jordan Howard,RB,Phi,BN,0,Travis
Run it Back,14,Josh Allen,QB,Buf,QB,11.74,Jean
Da Don Da Da's,14,Josh Gordon,WR,Sea,BN,5.4,Khari
Post Mahomes,14,Josh Jacobs,RB,LV,RB,0,JL
Game of Jones,14,Josh Lambo,K,Jax,BN,4,Andre
Post Mahomes,14,JuJu Smith-Schuster,WR,Pit,BN,0,JL
Run it Back,14,Julian Edelman,WR,NE,WR,24.3,Jean
Game of Jones,14,Julio Jones,WR,Atl,WR,11.6,Andre
Zeke Virus,14,Justin Tucker,K,Bal,K,6,Adam
Birds Like I'm Julio,14,Ka'imi Fairbairn,K,Hou,K,8,Jake
Eli Man Penguin Boy,14,Kareem Hunt,RB,Cle,BN,14.8,Andy
Da Don Da Da's,14,Keenan Allen,WR,LAC,W/R/T,13.3,Khari
Post Mahomes,14,Kenny Golladay,WR,Det,WR,17.8,JL
Game of Jones,14,Kenny Stills,WR,Hou,BN,2.8,Andre
Eli Man Penguin Boy,14,Kenyan Drake,RB,Ari,BN,9.7,Andy
Birds Like I'm Julio,14,Kirk Cousins,QB,Min,BN,14.58,Jake
Eli Man Penguin Boy,14,Kyler Murray,QB,Ari,BN,14.96,Andy
Birds Like I'm Julio,14,Lamar Jackson,QB,Bal,QB,23.8,Jake
Run it Back,14,Larry Fitzgerald,WR,Ari,BN,5,Jean
Birds Like I'm Julio,14,Latavius Murray,RB,NO,BN,11.4,Jake
Obi 'Quon Kenobi,14,Le'Veon Bell,RB,NYJ,BN,0,roy s
Obi 'Quon Kenobi,14,Leonard Fournette,RB,Jax,RB,9.3,roy s
Obi 'Quon Kenobi,14,LeSean McCoy,RB,KC,RB,5.3,roy s
Eli Man Penguin Boy,14,Los Angeles,DEF,LAR,BN,14,Andy
Post Mahomes,14,Mark Andrews,TE,Bal,TE,2.4,JL
Big Bucs No Whammies,14,Mark Ingram II,RB,Bal,RB,10.9,Travis
3HeadedATK,14,Marlon Mack,RB,Ind,BN,9.8,Christopher
Game of Jones,14,Marquise Brown,WR,Bal,WR,2.8,Andre
Obi 'Quon Kenobi,14,Marvin Jones Jr.,WR,Det,W/R/T,6.8,roy s
Run it Back,14,Mason Crosby,K,GB,K,8,Jean
Run it Back,14,Matt Breida,RB,SF,BN,6.8,Jean
Obi 'Quon Kenobi,14,Matt Gay,K,TB,K,9,roy s
Eli Man Penguin Boy,14,Matt Prater,K,Det,K,1,Andy
Big Bucs No Whammies,14,Matt Ryan,QB,Atl,BN,23.32,Travis
Birds Like I'm Julio,14,Matthew Stafford,QB,Det,BN,0,Jake
Post Mahomes,14,Mecole Hardman,WR,KC,BN,11.8,JL
Da Don Da Da's,14,Melvin Gordon III,RB,Den,W/R/T,19.4,Khari
Zeke Virus,14,Michael Gallup,WR,Dal,BN,16.9,Adam
Obi 'Quon Kenobi,14,Michael Thomas,WR,NO,WR,30.4,roy s
3HeadedATK,14,Mike Evans,WR,TB,W/R/T,13.1,Christopher
Obi 'Quon Kenobi,14,Mike Williams,WR,LAC,BN,14.3,roy s
Post Mahomes,14,Miles Sanders,RB,Phi,BN,10.9,JL
3HeadedATK,14,Minnesota,DEF,Min,DEF,13,Christopher
Obi 'Quon Kenobi,14,Mohamed Sanu,WR,NE,BN,2.3,roy s
Game of Jones,14,N'Keal Harry,WR,NE,BN,2.2,Andre
3HeadedATK,14,Nelson Agholor,WR,Phi,BN,0,Christopher
Obi 'Quon Kenobi,14,New England,DEF,NE,BN,7,roy s
Obi 'Quon Kenobi,14,New Orleans,DEF,NO,DEF,1,roy s
Post Mahomes,14,New York,DEF,NYJ,DEF,4,JL
Da Don Da Da's,14,Nick Chubb,RB,Cle,RB,12.7,Khari
Post Mahomes,14,Odell Beckham Jr.,WR,Cle,WR,5.9,JL
Game of Jones,14,Patrick Mahomes,QB,KC,QB,15.92,Andre
Da Don Da Da's,14,Philadelphia,DEF,Phi,DEF,3,Khari
Da Don Da Da's,14,Philip Rivers,QB,Ind,QB,27.56,Khari
Birds Like I'm Julio,14,Phillip Dorsett II,WR,Sea,BN,0,Jake
Da Don Da Da's,14,Phillip Lindsay,RB,Den,BN,13.5,Khari
Run it Back,14,Pittsburgh,DEF,Pit,DEF,18,Jean
Big Bucs No Whammies,14,Randall Cobb,WR,Dal,BN,6.3,Travis
Big Bucs No Whammies,14,Robby Anderson,WR,NYJ,W/R/T,25.1,Travis
Run it Back,14,Robert Woods,WR,LAR,W/R/T,25.7,Jean
Big Bucs No Whammies,14,Ronald Jones II,RB,TB,BN,9.9,Travis
Big Bucs No Whammies,14,Russell Wilson,QB,Sea,QB,11.6,Travis
Obi 'Quon Kenobi,14,Ryan Griffin,TE,NYJ,BN,1.8,roy s
Post Mahomes,14,Ryan Tannehill,QB,Ten,QB,31.54,JL
Post Mahomes,14,Ryquell Armstead,RB,Jax,BN,0.7,JL
Da Don Da Da's,14,Sam Darnold,QB,NYJ,BN,20.1,Khari
Eli Man Penguin Boy,14,Sammy Watkins,WR,KC,BN,9,Andy
Da Don Da Da's,14,San Francisco,DEF,SF,BN,-2,Khari
Birds Like I'm Julio,14,Saquon Barkley,RB,NYG,RB,9.7,Jake
Game of Jones,14,Sony Michel,RB,NE,BN,1.9,Andre
Obi 'Quon Kenobi,14,Stefon Diggs,WR,Buf,WR,15.2,roy s
Obi 'Quon Kenobi,14,Sterling Shepard,WR,NYG,W/R/T,7.6,roy s
Zeke Virus,14,T.Y. Hilton,WR,Ind,BN,0,Adam
Game of Jones,14,Tarik Cohen,RB,Chi,RB,9.1,Andre
3HeadedATK,14,Tennessee,DEF,Ten,BN,10,Christopher
Eli Man Penguin Boy,14,Terry McLaurin,WR,Was,BN,15.7,Andy
Zeke Virus,14,Tevin Coleman,RB,SF,RB,0.6,Adam
Zeke Virus,14,Todd Gurley II,RB,LAR,W/R/T,21.3,Adam
Game of Jones,14,Tom Brady,QB,TB,BN,12.76,Andre
Post Mahomes,14,Tony Pollard,RB,Dal,BN,0,JL
Birds Like I'm Julio,14,Travis Kelce,TE,KC,TE,18,Jake
3HeadedATK,14,Tyler Boyd,WR,Cin,WR,13.2,Christopher
Zeke Virus,14,Tyler Higbee,TE,LAR,TE,18.6,Adam
Birds Like I'm Julio,14,Tyler Lockett,WR,Sea,WR,8.3,Jake
Big Bucs No Whammies,14,Tyreek Hill,WR,KC,WR,13,Travis
Da Don Da Da's,14,Tyrell Williams,WR,LV,BN,6.5,Khari
3HeadedATK,14,Wil Lutz,K,NO,K,13,Christopher
Birds Like I'm Julio,14,Will Fuller V,WR,Hou,BN,0,Jake
Da Don Da Da's,14,Zach Ertz,TE,Phi,TE,30.1,Khari
Post Mahomes,14,Zach Pascal,WR,Ind,W/R/T,20.4,JL
Obi 'Quon Kenobi,15,A.J. Brown,WR,Ten,W/R/T,25.4,roy s
Zeke Virus,15,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,15,Aaron Jones,RB,GB,RB,17.1,Jean
Eli Man Penguin Boy,15,Aaron Rodgers,QB,GB,BN,15.42,Andy
Big Bucs No Whammies,15,Adam Thielen,WR,Min,BN,6,Travis
Game of Jones,15,Adrian Peterson,RB,Was,BN,18.1,Andre
Run it Back,15,Alexander Mattison,RB,Min,BN,0,Jean
Birds Like I'm Julio,15,Allen Robinson II,WR,Chi,WR,19.5,Jake
Game of Jones,15,Alshon Jeffery,WR,Phi,BN,0,Andre
Run it Back,15,Alvin Kamara,RB,NO,RB,13.9,Jean
Zeke Virus,15,Amari Cooper,WR,Dal,WR,2.9,Adam
Big Bucs No Whammies,15,Anthony Miller,WR,Chi,BN,26.8,Travis
Obi 'Quon Kenobi,15,Antonio Brown,WR,NE,BN,0,roy s
Big Bucs No Whammies,15,Austin Ekeler,RB,LAC,W/R/T,13.1,Travis
Game of Jones,15,Austin Hooper,TE,Cle,BN,5,Andre
3HeadedATK,15,Baker Mayfield,QB,Cle,QB,19.98,Christopher
Zeke Virus,15,Baltimore,DEF,Bal,DEF,7,Adam
Big Bucs No Whammies,15,Bilal Powell,RB,NYJ,BN,0,Travis
Game of Jones,15,Brandin Cooks,WR,Hou,W/R/T,8.6,Andre
Da Don Da Da's,15,Brett Maher,K,Dal,K,0,Khari
Big Bucs No Whammies,15,Brian Hill,RB,Atl,BN,1.6,Travis
Da Don Da Da's,15,Buffalo,DEF,Buf,BN,18,Khari
Zeke Virus,15,Carlos Hyde,RB,Hou,BN,16.4,Adam
Zeke Virus,15,Carson Wentz,QB,Phi,BN,24.54,Adam
Game of Jones,15,Chicago,DEF,Chi,DEF,1,Andre
Zeke Virus,15,Chris Carson,RB,Sea,RB,26.7,Adam
Eli Man Penguin Boy,15,Chris Godwin,WR,TB,WR,17.1,Andy
Game of Jones,15,Chris Thompson,RB,Was,BN,4.6,Andre
3HeadedATK,15,Christian Kirk,WR,Ari,W/R/T,10.1,Christopher
Big Bucs No Whammies,15,Christian McCaffrey,RB,Car,RB,37.5,Travis
Eli Man Penguin Boy,15,Cleveland,DEF,Cle,DEF,-2,Andy
Run it Back,15,Cole Beasley,WR,Buf,BN,1.6,Jean
Da Don Da Da's,15,Cooper Kupp,WR,LAR,WR,16.1,Khari
Zeke Virus,15,Corey Davis,WR,Ten,WR,8.7,Adam
Run it Back,15,Courtland Sutton,WR,Den,BN,11.9,Jean
Post Mahomes,15,Curtis Samuel,WR,Car,BN,16.4,JL
Obi 'Quon Kenobi,15,Dak Prescott,QB,Dal,BN,19.68,roy s
Birds Like I'm Julio,15,Dallas Goedert,TE,Phi,BN,10.5,Jake
Eli Man Penguin Boy,15,Dalvin Cook,RB,Min,RB,7.3,Andy
Eli Man Penguin Boy,15,Damien Williams,RB,KC,BN,0,Andy
3HeadedATK,15,Daniel Jones,QB,NYG,BN,0,Christopher
Da Don Da Da's,15,Darius Slayton,WR,NYG,BN,11.1,Khari
Eli Man Penguin Boy,15,Darren Waller,TE,LV,TE,20.2,Andy
Run it Back,15,Davante Adams,WR,GB,WR,23.3,Jean
Zeke Virus,15,David Johnson,RB,Ari,W/R/T,0.6,Adam
Birds Like I'm Julio,15,David Montgomery,RB,Chi,RB,5.9,Jake
3HeadedATK,15,David Njoku,TE,Cle,TE,0,Christopher
Eli Man Penguin Boy,15,DeAndre Hopkins,WR,Ari,WR,17.9,Andy
3HeadedATK,15,Dede Westbrook,WR,Jax,BN,4.1,Christopher
Big Bucs No Whammies,15,Deebo Samuel,WR,SF,WR,4.7,Travis
Eli Man Penguin Boy,15,Derrick Henry,RB,Ten,RB,8.6,Andy
Zeke Virus,15,Derrius Guice,RB,Was,BN,0,Adam
Obi 'Quon Kenobi,15,Deshaun Watson,QB,Hou,QB,20.92,roy s
Big Bucs No Whammies,15,DeVante Parker,WR,Mia,BN,23.2,Travis
Run it Back,15,Devin Singletary,RB,Buf,BN,8.9,Jean
Post Mahomes,15,Devonta Freeman,RB,Atl,BN,7.5,JL
Da Don Da Da's,15,DJ Chark Jr.,WR,Jax,WR,0,Khari
Run it Back,15,DJ Moore,WR,Car,W/R/T,20.3,Jean
Post Mahomes,15,DK Metcalf,WR,Sea,W/R/T,11.6,JL
Run it Back,15,Drew Brees,QB,NO,QB,32.28,Jean
Birds Like I'm Julio,15,Duke Johnson,RB,Hou,BN,4.3,Jake
3HeadedATK,15,Emmanuel Sanders,WR,SF,WR,2.9,Christopher
Zeke Virus,15,Evan Engram,TE,NYG,BN,0,Adam
3HeadedATK,15,Ezekiel Elliott,RB,Dal,RB,31,Christopher
Game of Jones,15,George Kittle,TE,SF,W/R/T,26.4,Andre
3HeadedATK,15,Golden Tate,WR,NYG,W/R/T,12.1,Christopher
Birds Like I'm Julio,15,Green Bay,DEF,GB,DEF,13,Jake
3HeadedATK,15,Greg Olsen,TE,Car,BN,0,Christopher
Game of Jones,15,Greg Zuerlein,K,Dal,K,1,Andre
Big Bucs No Whammies,15,Harrison Butker,K,KC,K,10,Travis
Run it Back,15,Hunter Henry,TE,LAC,TE,2.9,Jean
Obi 'Quon Kenobi,15,Jack Doyle,TE,Ind,TE,4.1,roy s
Zeke Virus,15,Jacksonville,DEF,Jax,BN,5,Adam
Big Bucs No Whammies,15,Jacob Hollister,TE,Sea,TE,5.3,Travis
Post Mahomes,15,Jake Elliott,K,Phi,K,7,JL
Da Don Da Da's,15,Jamaal Williams,RB,GB,RB,4.3,Khari
Zeke Virus,15,Jameis Winston,QB,TB,QB,37.72,Adam
Da Don Da Da's,15,James Conner,RB,Pit,BN,15.1,Khari
Post Mahomes,15,James White,RB,NE,RB,15.2,JL
Birds Like I'm Julio,15,Jamison Crowder,WR,NYJ,W/R/T,27,Jake
Eli Man Penguin Boy,15,Jared Cook,TE,NO,BN,9.4,Andy
Eli Man Penguin Boy,15,Jarvis Landry,WR,Cle,W/R/T,7.3,Andy
Game of Jones,15,Jason Witten,TE,LV,TE,13.6,Andre
Obi 'Quon Kenobi,15,Jaylen Samuels,RB,Pit,BN,1.4,roy s
Obi 'Quon Kenobi,15,Jimmy Garoppolo,QB,SF,BN,13.6,roy s
3HeadedATK,15,Joe Mixon,RB,Cin,RB,18.6,Christopher
Birds Like I'm Julio,15,John Brown,WR,Buf,W/R/T,16.9,Jake
3HeadedATK,15,Jonathan Williams,RB,Ind,BN,0,Christopher
Run it Back,15,Josh Allen,QB,Buf,BN,18.36,Jean
Da Don Da Da's,15,Josh Gordon,WR,Sea,BN,5.8,Khari
Post Mahomes,15,Josh Jacobs,RB,LV,BN,12.9,JL
Game of Jones,15,Josh Lambo,K,Jax,BN,9,Andre
Post Mahomes,15,JuJu Smith-Schuster,WR,Pit,BN,0,JL
Run it Back,15,Julian Edelman,WR,NE,WR,2.9,Jean
Game of Jones,15,Julio Jones,WR,Atl,WR,38.4,Andre
Zeke Virus,15,Justin Tucker,K,Bal,K,4,Adam
Birds Like I'm Julio,15,Ka'imi Fairbairn,K,Hou,K,6,Jake
Post Mahomes,15,Kansas City,DEF,KC,DEF,11,JL
Eli Man Penguin Boy,15,Kareem Hunt,RB,Cle,BN,15.6,Andy
Da Don Da Da's,15,Keenan Allen,WR,LAC,W/R/T,18.9,Khari
Post Mahomes,15,Kenny Golladay,WR,Det,WR,7.4,JL
Game of Jones,15,Kenny Stills,WR,Hou,BN,18.5,Andre
Eli Man Penguin Boy,15,Kenyan Drake,RB,Ari,BN,39.6,Andy
Birds Like I'm Julio,15,Kirk Cousins,QB,Min,BN,13.68,Jake
Big Bucs No Whammies,15,Kyle Rudolph,TE,Min,BN,7.8,Travis
Eli Man Penguin Boy,15,Kyler Murray,QB,Ari,QB,18.36,Andy
Birds Like I'm Julio,15,Lamar Jackson,QB,Bal,QB,42.08,Jake
Run it Back,15,Larry Fitzgerald,WR,Ari,BN,7.2,Jean
Big Bucs No Whammies,15,Las Vegas,DEF,LV,DEF,3,Travis
Birds Like I'm Julio,15,Latavius Murray,RB,NO,BN,6.9,Jake
Obi 'Quon Kenobi,15,Le'Veon Bell,RB,NYJ,RB,10.8,roy s
Obi 'Quon Kenobi,15,Leonard Fournette,RB,Jax,RB,12.3,roy s
Obi 'Quon Kenobi,15,LeSean McCoy,RB,KC,BN,1.6,roy s
Eli Man Penguin Boy,15,Los Angeles,DEF,LAR,BN,-4,Andy
Post Mahomes,15,Mark Andrews,TE,Bal,TE,15.2,JL
Big Bucs No Whammies,15,Mark Ingram II,RB,Bal,RB,23.6,Travis
3HeadedATK,15,Marlon Mack,RB,Ind,BN,1.9,Christopher
Game of Jones,15,Marquise Brown,WR,Bal,WR,14.5,Andre
Run it Back,15,Mason Crosby,K,GB,K,3,Jean
Run it Back,15,Matt Breida,RB,SF,BN,1.7,Jean
Obi 'Quon Kenobi,15,Matt Gay,K,TB,K,9,roy s
Eli Man Penguin Boy,15,Matt Prater,K,Det,K,6,Andy
Birds Like I'm Julio,15,Matthew Stafford,QB,Det,BN,0,Jake
Post Mahomes,15,Mecole Hardman,WR,KC,BN,2,JL
Da Don Da Da's,15,Melvin Gordon III,RB,Den,W/R/T,7.4,Khari
Zeke Virus,15,Michael Gallup,WR,Dal,BN,1.6,Adam
Obi 'Quon Kenobi,15,Michael Thomas,WR,NO,WR,30.8,roy s
3HeadedATK,15,Mike Evans,WR,TB,BN,0,Christopher
Obi 'Quon Kenobi,15,Mike Williams,WR,LAC,BN,17.1,roy s
Post Mahomes,15,Miles Sanders,RB,Phi,RB,35.2,JL
3HeadedATK,15,Minnesota,DEF,Min,DEF,27,Christopher
Obi 'Quon Kenobi,15,Mohamed Sanu,WR,NE,BN,3.3,roy s
Game of Jones,15,N'Keal Harry,WR,NE,BN,11.7,Andre
3HeadedATK,15,Nelson Agholor,WR,Phi,BN,0,Christopher
Obi 'Quon Kenobi,15,New England,DEF,NE,DEF,20,roy s
Obi 'Quon Kenobi,15,New Orleans,DEF,NO,BN,5,roy s
Da Don Da Da's,15,Nick Chubb,RB,Cle,RB,23.8,Khari
Post Mahomes,15,Odell Beckham Jr.,WR,Cle,WR,14.6,JL
Game of Jones,15,Patrick Mahomes,QB,KC,QB,25.7,Andre
Da Don Da Da's,15,Philadelphia,DEF,Phi,DEF,9,Khari
Da Don Da Da's,15,Philip Rivers,QB,Ind,QB,12.28,Khari
Birds Like I'm Julio,15,Phillip Dorsett II,WR,Sea,BN,0,Jake
Da Don Da Da's,15,Phillip Lindsay,RB,Den,BN,3.2,Khari
Run it Back,15,Pittsburgh,DEF,Pit,DEF,6,Jean
Eli Man Penguin Boy,15,Raheem Mostert,RB,SF,W/R/T,10.9,Andy
Big Bucs No Whammies,15,Randall Cobb,WR,Hou,BN,0.7,Travis
Big Bucs No Whammies,15,Robby Anderson,WR,Car,W/R/T,12.6,Travis
Run it Back,15,Robert Woods,WR,LAR,W/R/T,5.7,Jean
Big Bucs No Whammies,15,Ronald Jones II,RB,TB,BN,5.9,Travis
Big Bucs No Whammies,15,Russell Wilson,QB,Sea,QB,21.34,Travis
Post Mahomes,15,Ryan Tannehill,QB,Ten,QB,27.16,JL
Post Mahomes,15,Ryquell Armstead,RB,Jax,BN,0.1,JL
Da Don Da Da's,15,Sam Darnold,QB,NYJ,BN,18.82,Khari
Eli Man Penguin Boy,15,Sammy Watkins,WR,KC,BN,9.9,Andy
Da Don Da Da's,15,San Francisco,DEF,SF,BN,4,Khari
Birds Like I'm Julio,15,Saquon Barkley,RB,NYG,RB,30.3,Jake
Game of Jones,15,Sony Michel,RB,NE,BN,11.3,Andre
Obi 'Quon Kenobi,15,Stefon Diggs,WR,Buf,WR,12,roy s
Obi 'Quon Kenobi,15,Sterling Shepard,WR,NYG,W/R/T,20.1,roy s
Zeke Virus,15,T.Y. Hilton,WR,Ind,BN,6.5,Adam
Game of Jones,15,Tarik Cohen,RB,Chi,RB,15.5,Andre
3HeadedATK,15,Tennessee,DEF,Ten,BN,5,Christopher
Eli Man Penguin Boy,15,Terry McLaurin,WR,Was,BN,24,Andy
Zeke Virus,15,Tevin Coleman,RB,SF,RB,4,Adam
Zeke Virus,15,Todd Gurley II,RB,LAR,W/R/T,20.8,Adam
Game of Jones,15,Tom Brady,QB,TB,BN,14.92,Andre
Post Mahomes,15,Tony Pollard,RB,Dal,BN,22.3,JL
Birds Like I'm Julio,15,Travis Kelce,TE,KC,TE,25.2,Jake
3HeadedATK,15,Tyler Boyd,WR,Cin,WR,5.6,Christopher
Zeke Virus,15,Tyler Higbee,TE,LAR,TE,23.1,Adam
Birds Like I'm Julio,15,Tyler Lockett,WR,Sea,WR,26,Jake
Big Bucs No Whammies,15,Tyreek Hill,WR,KC,WR,23.8,Travis
Da Don Da Da's,15,Tyrell Williams,WR,LV,BN,12.5,Khari
3HeadedATK,15,Wil Lutz,K,NO,K,10,Christopher
Birds Like I'm Julio,15,Will Fuller V,WR,Hou,BN,11.1,Jake
Da Don Da Da's,15,Zach Ertz,TE,Phi,TE,17.1,Khari
Post Mahomes,15,Zach Pascal,WR,Ind,W/R/T,8.4,JL
Obi 'Quon Kenobi,16,A.J. Brown,WR,Ten,W/R/T,15.3,roy s
Zeke Virus,16,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,16,Aaron Jones,RB,GB,RB,28,Jean
Eli Man Penguin Boy,16,Aaron Rodgers,QB,GB,BN,9.34,Andy
Big Bucs No Whammies,16,Adam Thielen,WR,Min,BN,0.2,Travis
Game of Jones,16,Adrian Peterson,RB,Was,BN,13.5,Andre
Run it Back,16,Alexander Mattison,RB,Min,BN,0,Jean
Birds Like I'm Julio,16,Allen Robinson II,WR,Chi,WR,11.3,Jake
Game of Jones,16,Alshon Jeffery,WR,Phi,BN,0,Andre
Run it Back,16,Alvin Kamara,RB,NO,RB,29,Jean
Zeke Virus,16,Amari Cooper,WR,Dal,WR,6.4,Adam
Big Bucs No Whammies,16,Anthony Miller,WR,Chi,BN,1.2,Travis
Obi 'Quon Kenobi,16,Antonio Brown,WR,NE,BN,0,roy s
Big Bucs No Whammies,16,Austin Ekeler,RB,LAC,W/R/T,11.9,Travis
Game of Jones,16,Austin Hooper,TE,Cle,BN,15.2,Andre
3HeadedATK,16,Baker Mayfield,QB,Cle,QB,17.08,Christopher
Zeke Virus,16,Baltimore,DEF,Bal,DEF,4,Adam
Game of Jones,16,Brandin Cooks,WR,Hou,W/R/T,13.9,Andre
Big Bucs No Whammies,16,Breshad Perriman,WR,NYJ,WR,17.2,Travis
Da Don Da Da's,16,Brett Maher,K,Dal,K,0,Khari
Da Don Da Da's,16,Buffalo,DEF,Buf,BN,2,Khari
Zeke Virus,16,Carlos Hyde,RB,Hou,BN,10.7,Adam
Zeke Virus,16,Carson Wentz,QB,Phi,BN,19.96,Adam
Game of Jones,16,Chicago,DEF,Chi,DEF,1,Andre
Zeke Virus,16,Chris Carson,RB,Sea,RB,7,Adam
Eli Man Penguin Boy,16,Chris Godwin,WR,TB,BN,0,Andy
Game of Jones,16,Chris Thompson,RB,Was,BN,9.2,Andre
3HeadedATK,16,Christian Kirk,WR,Ari,W/R/T,0.9,Christopher
Big Bucs No Whammies,16,Christian McCaffrey,RB,Car,RB,32.3,Travis
Run it Back,16,Cole Beasley,WR,Buf,BN,17.8,Jean
Da Don Da Da's,16,Cooper Kupp,WR,LAR,WR,13.1,Khari
Zeke Virus,16,Corey Davis,WR,Ten,WR,7,Adam
Run it Back,16,Courtland Sutton,WR,Den,WR,9.1,Jean
Post Mahomes,16,Curtis Samuel,WR,Car,BN,4.1,JL
Obi 'Quon Kenobi,16,Dak Prescott,QB,Dal,BN,11.3,roy s
Birds Like I'm Julio,16,Dallas Goedert,TE,Phi,BN,24.1,Jake
Eli Man Penguin Boy,16,Dalvin Cook,RB,Min,BN,0,Andy
Eli Man Penguin Boy,16,Damien Williams,RB,KC,BN,18.2,Andy
3HeadedATK,16,Daniel Jones,QB,NYG,BN,40.28,Christopher
Da Don Da Da's,16,Darius Slayton,WR,NYG,BN,0,Khari
Eli Man Penguin Boy,16,Darren Waller,TE,LV,TE,7.7,Andy
Run it Back,16,Davante Adams,WR,GB,WR,22.6,Jean
Zeke Virus,16,David Johnson,RB,Ari,W/R/T,1.7,Adam
Birds Like I'm Julio,16,David Montgomery,RB,Chi,RB,6.9,Jake
3HeadedATK,16,David Njoku,TE,Cle,TE,0,Christopher
Eli Man Penguin Boy,16,DeAndre Hopkins,WR,Ari,WR,7.3,Andy
3HeadedATK,16,Dede Westbrook,WR,Jax,BN,2.5,Christopher
