team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,manager
3HeadedATK,5,Christian Kirk,WR,Ari,BN,0,Christopher
Big Bucs No Whammies,5,Christian McCaffrey,RB,Car,RB,47.7,Travis
Da Don Da Da's,5,Cooper Kupp,WR,LAR,WR,26.7,Khari
Zeke Virus,5,Corey Davis,WR,Ten,BN,4.8,Adam
Run it Back,5,Courtland Sutton,WR,Den,BN,19.2,Jean
Post Mahomes,5,Curtis Samuel,WR,Car,W/R/T,7.4,JL
Obi 'Quon Kenobi,5,Dak Prescott,QB,Dal,BN,28.22,roy s
Post Mahomes,5,Dallas,DEF,Dal,DEF,1,JL
Eli Man Penguin Boy,5,Dalvin Cook,RB,Min,RB,25.8,Andy
Eli Man Penguin Boy,5,Damien Williams,RB,KC,BN,6.8,Andy
3HeadedATK,5,Daniel Jones,QB,NYG,BN,12.48,Christopher
Eli Man Penguin Boy,5,Darren Waller,TE,Oak,TE,7.9,Andy
3HeadedATK,5,Darwin Thompson,RB,KC,BN,0,Christopher
Run it Back,5,Davante Adams,WR,GB,BN,0,Jean
Zeke Virus,5,David Johnson,RB,Ari,RB,18.6,Adam
Birds Like I'm Julio,5,David Montgomery,RB,Chi,RB,10.6,Jake
Obi 'Quon Kenobi,5,Dawson Knox,TE,Buf,BN,3.2,roy s
Eli Man Penguin Boy,5,DeAndre Hopkins,WR,Hou,WR,15.8,Andy
3HeadedATK,5,Dede Westbrook,WR,Jax,BN,15.2,Christopher
Big Bucs No Whammies,5,Deebo Samuel,WR,SF,BN,1.3,Travis
Big Bucs No Whammies,5,Delanie Walker,TE,Ten,TE,2,Travis
Da Don Da Da's,5,Demarcus Robinson,WR,KC,BN,6.1,Khari
Eli Man Penguin Boy,5,Derrick Henry,RB,Ten,RB,13.8,Andy
Run it Back,5,DeSean Jackson,WR,Phi,BN,0,Jean
Obi 'Quon Kenobi,5,Deshaun Watson,QB,Hou,QB,46.74,roy s
Run it Back,5,Devin Singletary,RB,Buf,BN,0,Jean
Post Mahomes,5,Devonta Freeman,RB,Atl,BN,18,JL
Big Bucs No Whammies,5,Dion Lewis,RB,Ten,BN,5,Travis
Da Don Da Da's,5,DJ Chark Jr.,WR,Jax,BN,36.4,Khari
Run it Back,5,DJ Moore,WR,Car,W/R/T,15.1,Jean
Post Mahomes,5,DK Metcalf,WR,Sea,BN,12.4,JL
Run it Back,5,Drew Brees,QB,NO,BN,0,Jean
Birds Like I'm Julio,5,Duke Johnson,RB,Hou,RB,7.7,Jake
3HeadedATK,5,Emmanuel Sanders,WR,SF,W/R/T,1.9,Christopher
3HeadedATK,5,Eric Ebron,TE,Ind,BN,1.8,Christopher
Zeke Virus,5,Evan Engram,TE,NYG,TE,10.7,Adam
3HeadedATK,5,Ezekiel Elliott,RB,Dal,RB,17.1,Christopher
Birds Like I'm Julio,5,Frank Gore,RB,Buf,BN,8.9,Jake
Game of Jones,5,George Kittle,TE,SF,BN,20.8,Andre
3HeadedATK,5,Golden Tate,WR,NYG,BN,4.3,Christopher
Birds Like I'm Julio,5,Green Bay,DEF,GB,DEF,9,Jake
3HeadedATK,5,Greg Olsen,TE,Car,TE,0,Christopher
Game of Jones,5,Greg Zuerlein,K,LAR,K,12,Andre
Big Bucs No Whammies,5,Harrison Butker,K,KC,K,7,Travis
Run it Back,5,Hunter Henry,TE,LAC,BN,0,Jean
Da Don Da Da's,5,Indianapolis,DEF,Ind,BN,10,Khari
Zeke Virus,5,Jacksonville,DEF,Jax,BN,4,Adam
Zeke Virus,5,Jameis Winston,QB,TB,BN,19.46,Adam
Da Don Da Da's,5,James Conner,RB,Pit,RB,11.5,Khari
Post Mahomes,5,James White,RB,NE,RB,13.2,JL
Eli Man Penguin Boy,5,Jared Cook,TE,NO,BN,14.1,Andy
Post Mahomes,5,Jared Goff,QB,LAR,QB,19.9,JL
Eli Man Penguin Boy,5,Jarvis Landry,WR,Cle,W/R/T,11.5,Andy
Obi 'Quon Kenobi,5,Jason Myers,K,Sea,K,7,roy s
Game of Jones,5,Jason Witten,TE,Dal,BN,5.9,Andre
Post Mahomes,5,Jaylen Samuels,RB,Pit,BN,3.46,JL
Zeke Virus,5,Jimmy Graham,TE,GB,W/R/T,7.1,Adam
3HeadedATK,5,Joe Mixon,RB,Cin,RB,11.9,Christopher
Run it Back,5,Joey Slye,K,Car,K,4,Jean
Birds Like I'm Julio,5,John Brown,WR,Buf,W/R/T,12.5,Jake
Big Bucs No Whammies,5,Jordan Akins,TE,Hou,BN,3.1,Travis
Big Bucs No Whammies,5,Jordan Howard,RB,Phi,W/R/T,12.2,Travis
Run it Back,5,Josh Allen,QB,Buf,QB,20.46,Jean
Game of Jones,5,Josh Gordon,WR,Sea,W/R/T,10.9,Andre
Post Mahomes,5,Josh Jacobs,RB,Oak,RB,29.3,JL
Da Don Da Da's,5,Josh Lambo,K,Jax,K,9,Khari
Post Mahomes,5,JuJu Smith-Schuster,WR,Pit,WR,18.5,JL
Run it Back,5,Julian Edelman,WR,NE,WR,25,Jean
Game of Jones,5,Julio Jones,WR,Atl,WR,7.2,Andre
Zeke Virus,5,Justin Tucker,K,Bal,K,16,Adam
Birds Like I'm Julio,5,Ka'imi Fairbairn,K,Hou,K,13,Jake
Eli Man Penguin Boy,5,Kareem Hunt,RB,Cle,BN,0,Andy
Da Don Da Da's,5,Keenan Allen,WR,LAC,WR,5.8,Khari
Post Mahomes,5,Kenny Golladay,WR,Det,BN,0,JL
Game of Jones,5,Kenny Stills,WR,Hou,BN,0,Andre
Eli Man Penguin Boy,5,Kenyan Drake,RB,Ari,BN,0,Andy
3HeadedATK,5,Kerryon Johnson,RB,Det,BN,0,Christopher
Eli Man Penguin Boy,5,Kyler Murray,QB,Ari,BN,25.42,Andy
Birds Like I'm Julio,5,Lamar Jackson,QB,Bal,QB,15.44,Jake
Da Don Da Da's,5,Larry Fitzgerald,WR,Ari,BN,11.8,Khari
Birds Like I'm Julio,5,Latavius Murray,RB,NO,BN,5.4,Jake
Obi 'Quon Kenobi,5,Le'Veon Bell,RB,NYJ,W/R/T,15.8,roy s
Obi 'Quon Kenobi,5,Leonard Fournette,RB,Jax,RB,23.7,roy s
Obi 'Quon Kenobi,5,LeSean McCoy,RB,KC,RB,2.3,roy s
Eli Man Penguin Boy,5,Los Angeles,DEF,LAC,DEF,14,Andy
Eli Man Penguin Boy,5,Los Angeles,DEF,LAR,BN,2,Andy
Zeke Virus,5,Malcolm Brown,RB,LAR,BN,0.3,Adam
Post Mahomes,5,Mark Andrews,TE,Bal,TE,9.5,JL
Big Bucs No Whammies,5,Mark Ingram II,RB,Bal,W/R/T,12.9,Travis
3HeadedATK,5,Marlon Mack,RB,Ind,W/R/T,17.8,Christopher
Big Bucs No Whammies,5,Marquez Valdes-Scantling,WR,GB,BN,2.8,Travis
Game of Jones,5,Marquise Brown,WR,Bal,W/R/T,11.2,Andre
Birds Like I'm Julio,5,Marquise Goodwin,WR,SF,BN,8.6,Jake
Obi 'Quon Kenobi,5,Marvin Jones Jr.,WR,Det,BN,0,roy s
Post Mahomes,5,Mason Crosby,K,GB,K,10,JL
Run it Back,5,Matt Breida,RB,SF,W/R/T,27.9,Jean
Obi 'Quon Kenobi,5,Matt Bryant,K,Atl,BN,6,roy s
Big Bucs No Whammies,5,Matt Ryan,QB,Atl,BN,35.9,Travis
Post Mahomes,5,Mecole Hardman,WR,KC,BN,11.3,JL
Da Don Da Da's,5,Melvin Gordon III,RB,LAC,W/R/T,7.8,Khari
Zeke Virus,5,Michael Gallup,WR,Dal,BN,24.3,Adam
Obi 'Quon Kenobi,5,Michael Thomas,WR,NO,WR,41.2,roy s
3HeadedATK,5,Mike Evans,WR,TB,WR,0,Christopher
Obi 'Quon Kenobi,5,Mike Williams,WR,LAC,BN,13.4,roy s
Post Mahomes,5,Miles Sanders,RB,Phi,BN,10.4,JL
3HeadedATK,5,Minnesota,DEF,Min,DEF,12,Christopher
Obi 'Quon Kenobi,5,Mohamed Sanu,WR,NE,BN,15.3,roy s
Game of Jones,5,N'Keal Harry,WR,NE,BN,0,Andre
3HeadedATK,5,Nelson Agholor,WR,Phi,BN,3,Christopher
Obi 'Quon Kenobi,5,New England,DEF,NE,DEF,14,roy s
Obi 'Quon Kenobi,5,New Orleans,DEF,NO,BN,6,roy s
Da Don Da Da's,5,Nick Chubb,RB,Cle,RB,10.9,Khari
Da Don Da Da's,5,O.J. Howard,TE,TB,BN,2,Khari
Post Mahomes,5,Odell Beckham Jr.,WR,Cle,WR,5,JL
Game of Jones,5,Patrick Mahomes,QB,KC,QB,19.54,Andre
Birds Like I'm Julio,5,Peyton Barber,RB,TB,BN,10.1,Jake
Big Bucs No Whammies,5,Philadelphia,DEF,Phi,DEF,35,Travis
Da Don Da Da's,5,Philip Rivers,QB,LAC,QB,6.14,Khari
Post Mahomes,5,Phillip Dorsett II,WR,NE,W/R/T,0,JL
Da Don Da Da's,5,Phillip Lindsay,RB,Den,BN,24.7,Khari
Obi 'Quon Kenobi,5,Raheem Mostert,RB,SF,BN,3.4,roy s
Big Bucs No Whammies,5,Randall Cobb,WR,Dal,BN,8.3,Travis
Zeke Virus,5,Rashaad Penny,RB,Sea,BN,6.9,Adam
Eli Man Penguin Boy,5,Robbie Gould,K,SF,K,8,Andy
Run it Back,5,Robby Anderson,WR,NYJ,BN,2.6,Jean
Run it Back,5,Robert Woods,WR,LAR,WR,9.8,Jean
Big Bucs No Whammies,5,Ronald Jones II,RB,TB,BN,7.6,Travis
Eli Man Penguin Boy,5,Royce Freeman,RB,Den,BN,8.7,Andy
Big Bucs No Whammies,5,Russell Wilson,QB,Sea,QB,33.92,Travis
Da Don Da Da's,5,Sammy Watkins,WR,KC,W/R/T,0,Khari
Birds Like I'm Julio,5,Saquon Barkley,RB,NYG,BN,0,Jake
Game of Jones,5,Sony Michel,RB,NE,RB,21.3,Andre
Obi 'Quon Kenobi,5,Stefon Diggs,WR,Min,WR,7.4,roy s
Obi 'Quon Kenobi,5,Sterling Shepard,WR,NYG,W/R/T,9.7,roy s
Post Mahomes,5,T.J. Hockenson,TE,Det,BN,0,JL
Zeke Virus,5,T.Y. Hilton,WR,Ind,WR,7.7,Adam
Game of Jones,5,Tarik Cohen,RB,Chi,BN,10.9,Andre
Run it Back,5,Tennessee,DEF,Ten,DEF,7,Jean
Eli Man Penguin Boy,5,Terry McLaurin,WR,Was,BN,8.1,Andy
Zeke Virus,5,Todd Gurley II,RB,LAR,RB,18.7,Adam
Game of Jones,5,Tom Brady,QB,NE,BN,27.92,Andre
Post Mahomes,5,Tony Pollard,RB,Dal,BN,1.9,JL
Birds Like I'm Julio,5,Travis Kelce,TE,KC,TE,11,Jake
Birds Like I'm Julio,5,Trey Burton,TE,Chi,BN,4.6,Jake
3HeadedATK,5,Tyler Boyd,WR,Cin,WR,28.3,Christopher
Birds Like I'm Julio,5,Tyler Lockett,WR,Sea,WR,14.3,Jake
Big Bucs No Whammies,5,Tyreek Hill,WR,KC,BN,0,Travis
Da Don Da Da's,5,Tyrell Williams,WR,Oak,BN,0,Khari
Obi 'Quon Kenobi,5,Vance McDonald,TE,Pit,TE,6.4,roy s
Da Don Da Da's,5,Wayne Gallman Jr.,RB,NYG,BN,1.4,Khari
3HeadedATK,5,Wil Lutz,K,NO,K,7,Christopher
Run it Back,5,Will Dissly,TE,Sea,TE,12.8,Jean
Birds Like I'm Julio,5,Will Fuller V,WR,Hou,W/R/T,53.7,Jake
Da Don Da Da's,5,Zach Ertz,TE,Phi,TE,16.7,Khari
Big Bucs No Whammies,6,A.J. Brown,WR,Ten,BN,4.3,Travis
Zeke Virus,6,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,6,Aaron Jones,RB,GB,RB,8,Jean
Eli Man Penguin Boy,6,Aaron Rodgers,QB,GB,BN,21.32,Andy
Big Bucs No Whammies,6,Adam Thielen,WR,Min,WR,17.7,Travis
Game of Jones,6,Adrian Peterson,RB,Was,BN,15.6,Andre
Run it Back,6,Alexander Mattison,RB,Min,BN,4.3,Jean
Birds Like I'm Julio,6,Allen Robinson II,WR,Chi,BN,0,Jake
Game of Jones,6,Alshon Jeffery,WR,Phi,BN,23.6,Andre
Run it Back,6,Alvin Kamara,RB,NO,W/R/T,13.6,Jean
Zeke Virus,6,Amari Cooper,WR,Dal,WR,1.3,Adam
Birds Like I'm Julio,6,Antonio Brown,WR,NE,BN,0,Jake
Big Bucs No Whammies,6,Austin Ekeler,RB,LAC,RB,5.8,Travis
Game of Jones,6,Austin Hooper,TE,Atl,TE,25.7,Andre
3HeadedATK,6,Baker Mayfield,QB,Cle,BN,23.46,Christopher
Zeke Virus,6,Baltimore,DEF,Bal,DEF,5,Adam
Game of Jones,6,Brandin Cooks,WR,LAR,WR,6.2,Andre
Da Don Da Da's,6,Buffalo,DEF,Buf,BN,0,Khari
Eli Man Penguin Boy,6,Calvin Ridley,WR,Atl,BN,14.8,Andy
Birds Like I'm Julio,6,Cam Newton,QB,Car,BN,0,Jake
Zeke Virus,6,Carlos Hyde,RB,Hou,BN,18,Adam
Zeke Virus,6,Carson Wentz,QB,Phi,QB,23.54,Adam
Birds Like I'm Julio,6,Chase Edmonds,RB,Ari,RB,14.7,Jake
Game of Jones,6,Chicago,DEF,Chi,DEF,0,Andre
Zeke Virus,6,Chris Carson,RB,Sea,W/R/T,25.9,Adam
Eli Man Penguin Boy,6,Chris Godwin,WR,TB,WR,25.1,Andy
Game of Jones,6,Chris Thompson,RB,Was,RB,4,Andre
3HeadedATK,6,Christian Kirk,WR,Ari,BN,0,Christopher
Big Bucs No Whammies,6,Christian McCaffrey,RB,Car,RB,21.7,Travis
Da Don Da Da's,6,Cooper Kupp,WR,LAR,WR,5.7,Khari
Run it Back,6,Courtland Sutton,WR,Den,BN,11.6,Jean
Post Mahomes,6,Curtis Samuel,WR,Car,W/R/T,23.8,JL
Obi 'Quon Kenobi,6,Dak Prescott,QB,Dal,QB,18.22,roy s
Post Mahomes,6,Dallas,DEF,Dal,DEF,4,JL
Eli Man Penguin Boy,6,Dalvin Cook,RB,Min,RB,13.4,Andy
Eli Man Penguin Boy,6,Damien Williams,RB,KC,BN,9,Andy
3HeadedATK,6,Daniel Jones,QB,NYG,QB,9.24,Christopher
Eli Man Penguin Boy,6,Darren Waller,TE,Oak,BN,0,Andy
3HeadedATK,6,Darwin Thompson,RB,KC,BN,0,Christopher
Run it Back,6,Davante Adams,WR,GB,BN,0,Jean
Zeke Virus,6,David Johnson,RB,Ari,RB,28.2,Adam
Birds Like I'm Julio,6,David Montgomery,RB,Chi,BN,0,Jake
Obi 'Quon Kenobi,6,Dawson Knox,TE,Buf,BN,0,roy s
Eli Man Penguin Boy,6,DeAndre Hopkins,WR,Hou,WR,16.5,Andy
3HeadedATK,6,Dede Westbrook,WR,Jax,W/R/T,8.3,Christopher
Big Bucs No Whammies,6,Deebo Samuel,WR,SF,BN,4.9,Travis
Big Bucs No Whammies,6,Delanie Walker,TE,Ten,TE,7.3,Travis
Da Don Da Da's,6,Demarcus Robinson,WR,KC,BN,0,Khari
Eli Man Penguin Boy,6,Derrick Henry,RB,Ten,RB,4.3,Andy
Run it Back,6,DeSean Jackson,WR,Phi,BN,0,Jean
Obi 'Quon Kenobi,6,Deshaun Watson,QB,Hou,BN,32.4,roy s
Run it Back,6,Devin Singletary,RB,Buf,BN,0,Jean
Post Mahomes,6,Devonta Freeman,RB,Atl,RB,26.8,JL
Big Bucs No Whammies,6,Dion Lewis,RB,Ten,BN,4.9,Travis
Da Don Da Da's,6,DJ Chark Jr.,WR,Jax,W/R/T,7.3,Khari
Run it Back,6,DJ Moore,WR,Car,W/R/T,15.6,Jean
Post Mahomes,6,DK Metcalf,WR,Sea,BN,11.3,JL
Run it Back,6,Drew Brees,QB,NO,BN,0,Jean
Birds Like I'm Julio,6,Duke Johnson,RB,Hou,RB,13.4,Jake
3HeadedATK,6,Emmanuel Sanders,WR,SF,BN,1,Christopher
3HeadedATK,6,Eric Ebron,TE,Ind,BN,0,Christopher
Zeke Virus,6,Evan Engram,TE,NYG,BN,0,Adam
3HeadedATK,6,Ezekiel Elliott,RB,Dal,RB,26.3,Christopher
Birds Like I'm Julio,6,Frank Gore,RB,Buf,BN,0,Jake
Run it Back,6,Gardner Minshew II,QB,Jax,QB,5.62,Jean
Game of Jones,6,George Kittle,TE,SF,BN,18.3,Andre
Zeke Virus,6,Gerald Everett,TE,LAR,TE,2.9,Adam
3HeadedATK,6,Golden Tate,WR,NYG,BN,22.2,Christopher
Birds Like I'm Julio,6,Green Bay,DEF,GB,DEF,3,Jake
3HeadedATK,6,Greg Olsen,TE,Car,TE,9.2,Christopher
Game of Jones,6,Greg Zuerlein,K,LAR,K,1,Andre
Big Bucs No Whammies,6,Harrison Butker,K,KC,K,7,Travis
Run it Back,6,Hunter Henry,TE,LAC,BN,30,Jean
Zeke Virus,6,Jacksonville,DEF,Jax,BN,7,Adam
Zeke Virus,6,Jameis Winston,QB,TB,BN,18.1,Adam
Da Don Da Da's,6,James Conner,RB,Pit,RB,30.9,Khari
Post Mahomes,6,James White,RB,NE,RB,13.5,JL
Eli Man Penguin Boy,6,Jared Cook,TE,NO,TE,12.7,Andy
Post Mahomes,6,Jared Goff,QB,LAR,QB,1.12,JL
Eli Man Penguin Boy,6,Jarvis Landry,WR,Cle,W/R/T,6.6,Andy
Obi 'Quon Kenobi,6,Jason Myers,K,Sea,K,8,roy s
Game of Jones,6,Jason Witten,TE,Dal,BN,10.7,Andre
Post Mahomes,6,Jaylen Samuels,RB,Pit,BN,0,JL
3HeadedATK,6,Joe Mixon,RB,Cin,RB,5.9,Christopher
Run it Back,6,Joey Slye,K,Car,K,15,Jean
Birds Like I'm Julio,6,John Brown,WR,Buf,BN,0,Jake
Big Bucs No Whammies,6,Jordan Akins,TE,Hou,BN,6.9,Travis
Big Bucs No Whammies,6,Jordan Howard,RB,Phi,BN,4.9,Travis
Run it Back,6,Josh Allen,QB,Buf,BN,0,Jean
Game of Jones,6,Josh Gordon,WR,Sea,W/R/T,1.7,Andre
Post Mahomes,6,Josh Jacobs,RB,Oak,BN,0,JL
Da Don Da Da's,6,Josh Lambo,K,Jax,K,6,Khari
Post Mahomes,6,JuJu Smith-Schuster,WR,Pit,WR,1.7,JL
Run it Back,6,Julian Edelman,WR,NE,WR,20.3,Jean
Game of Jones,6,Julio Jones,WR,Atl,WR,18.8,Andre
Zeke Virus,6,Justin Tucker,K,Bal,K,13,Adam
Birds Like I'm Julio,6,Ka'imi Fairbairn,K,Hou,K,6,Jake
Eli Man Penguin Boy,6,Kareem Hunt,RB,Cle,BN,0,Andy
Da Don Da Da's,6,Keenan Allen,WR,LAC,WR,5.3,Khari
Post Mahomes,6,Kenny Golladay,WR,Det,W/R/T,17.1,JL
Game of Jones,6,Kenny Stills,WR,Hou,BN,0,Andre
Eli Man Penguin Boy,6,Kenyan Drake,RB,Ari,BN,13,Andy
3HeadedATK,6,Kerryon Johnson,RB,Det,W/R/T,14.1,Christopher
Eli Man Penguin Boy,6,Kyler Murray,QB,Ari,QB,31.8,Andy
Birds Like I'm Julio,6,Lamar Jackson,QB,Bal,QB,30.64,Jake
Da Don Da Da's,6,Larry Fitzgerald,WR,Ari,BN,12.9,Khari
Birds Like I'm Julio,6,Latavius Murray,RB,NO,W/R/T,10.9,Jake
Obi 'Quon Kenobi,6,Le'Veon Bell,RB,NYJ,W/R/T,12.3,roy s
Obi 'Quon Kenobi,6,Leonard Fournette,RB,Jax,RB,17.8,roy s
Obi 'Quon Kenobi,6,LeSean McCoy,RB,KC,RB,6.4,roy s
Eli Man Penguin Boy,6,Los Angeles,DEF,LAC,DEF,3,Andy
Eli Man Penguin Boy,6,Los Angeles,DEF,LAR,BN,7,Andy
Zeke Virus,6,Malcolm Brown,RB,LAR,RB,4,Adam
Post Mahomes,6,Mark Andrews,TE,Bal,TE,13.9,JL
Big Bucs No Whammies,6,Mark Ingram II,RB,Bal,W/R/T,15.4,Travis
3HeadedATK,6,Marlon Mack,RB,Ind,BN,0,Christopher
Big Bucs No Whammies,6,Marquez Valdes-Scantling,WR,GB,W/R/T,7.7,Travis
Game of Jones,6,Marquise Brown,WR,Bal,W/R/T,0,Andre
Birds Like I'm Julio,6,Marquise Goodwin,WR,SF,W/R/T,3.5,Jake
Obi 'Quon Kenobi,6,Marvin Jones Jr.,WR,Det,BN,3.7,roy s
Post Mahomes,6,Mason Crosby,K,GB,K,12,JL
Run it Back,6,Matt Breida,RB,SF,RB,10.3,Jean
Obi 'Quon Kenobi,6,Matt Bryant,K,Atl,BN,10,roy s
Big Bucs No Whammies,6,Matt Ryan,QB,Atl,BN,34.94,Travis
Post Mahomes,6,Mecole Hardman,WR,KC,BN,8.5,JL
Da Don Da Da's,6,Melvin Gordon III,RB,LAC,W/R/T,7.8,Khari
Zeke Virus,6,Michael Gallup,WR,Dal,WR,8.8,Adam
Obi 'Quon Kenobi,6,Michael Thomas,WR,NO,WR,16.9,roy s
3HeadedATK,6,Mike Evans,WR,TB,WR,20.6,Christopher
Obi 'Quon Kenobi,6,Mike Williams,WR,LAC,BN,12.2,roy s
Post Mahomes,6,Miles Sanders,RB,Phi,BN,18.2,JL
3HeadedATK,6,Minnesota,DEF,Min,DEF,9,Christopher
Obi 'Quon Kenobi,6,Mohamed Sanu,WR,NE,W/R/T,5.9,roy s
Game of Jones,6,N'Keal Harry,WR,NE,BN,0,Andre
3HeadedATK,6,Nelson Agholor,WR,Phi,BN,8.2,Christopher
Obi 'Quon Kenobi,6,New England,DEF,NE,DEF,27,roy s
Obi 'Quon Kenobi,6,New Orleans,DEF,NO,BN,11,roy s
Da Don Da Da's,6,Nick Chubb,RB,Cle,RB,28.9,Khari
Da Don Da Da's,6,O.J. Howard,TE,TB,BN,5.5,Khari
Post Mahomes,6,Odell Beckham Jr.,WR,Cle,WR,16.1,JL
Game of Jones,6,Patrick Mahomes,QB,KC,QB,22.82,Andre
Birds Like I'm Julio,6,Peyton Barber,RB,TB,BN,2.8,Jake
Big Bucs No Whammies,6,Philadelphia,DEF,Phi,DEF,1,Travis
Da Don Da Da's,6,Philip Rivers,QB,LAC,QB,18.8,Khari
Post Mahomes,6,Phillip Dorsett II,WR,NE,BN,0,JL
Da Don Da Da's,6,Phillip Lindsay,RB,Den,BN,15.5,Khari
Obi 'Quon Kenobi,6,Raheem Mostert,RB,SF,BN,1.3,roy s
Big Bucs No Whammies,6,Randall Cobb,WR,Dal,BN,0,Travis
Zeke Virus,6,Rashaad Penny,RB,Sea,BN,0,Adam
Eli Man Penguin Boy,6,Robbie Gould,K,SF,K,8,Andy
Run it Back,6,Robert Woods,WR,LAR,WR,7.6,Jean
Big Bucs No Whammies,6,Ronald Jones II,RB,TB,BN,7,Travis
Eli Man Penguin Boy,6,Royce Freeman,RB,Den,BN,12.6,Andy
Big Bucs No Whammies,6,Russell Wilson,QB,Sea,QB,30.9,Travis
Da Don Da Da's,6,Sammy Watkins,WR,KC,BN,0,Khari
Da Don Da Da's,6,San Francisco,DEF,SF,DEF,10,Khari
Birds Like I'm Julio,6,Saquon Barkley,RB,NYG,BN,0,Jake
Game of Jones,6,Sony Michel,RB,NE,RB,13.3,Andre
Obi 'Quon Kenobi,6,Stefon Diggs,WR,Min,WR,43.5,roy s
Obi 'Quon Kenobi,6,Sterling Shepard,WR,NYG,BN,0,roy s
Post Mahomes,6,T.J. Hockenson,TE,Det,BN,6.1,JL
Zeke Virus,6,T.Y. Hilton,WR,Ind,BN,0,Adam
Game of Jones,6,Tarik Cohen,RB,Chi,BN,0,Andre
Run it Back,6,Tennessee,DEF,Ten,DEF,4,Jean
Eli Man Penguin Boy,6,Terry McLaurin,WR,Was,W/R/T,26,Andy
Zeke Virus,6,Tevin Coleman,RB,SF,W/R/T,14.1,Adam
Zeke Virus,6,Todd Gurley II,RB,LAR,BN,0,Adam
Game of Jones,6,Tom Brady,QB,NE,BN,22.96,Andre
Post Mahomes,6,Tony Pollard,RB,Dal,BN,1.3,JL
Birds Like I'm Julio,6,Travis Kelce,TE,KC,TE,9.8,Jake
3HeadedATK,6,Tyler Boyd,WR,Cin,WR,4,Christopher
Birds Like I'm Julio,6,Tyler Lockett,WR,Sea,WR,12.8,Jake
Big Bucs No Whammies,6,Tyreek Hill,WR,KC,WR,25,Travis
Da Don Da Da's,6,Tyrell Williams,WR,Oak,BN,0,Khari
Obi 'Quon Kenobi,6,Vance McDonald,TE,Pit,TE,1.5,roy s
Da Don Da Da's,6,Wayne Gallman Jr.,RB,NYG,BN,0,Khari
3HeadedATK,6,Wil Lutz,K,NO,K,8,Christopher
Run it Back,6,Will Dissly,TE,Sea,TE,0,Jean
Birds Like I'm Julio,6,Will Fuller V,WR,Hou,WR,9.4,Jake
Da Don Da Da's,6,Zach Ertz,TE,Phi,TE,7.4,Khari
Big Bucs No Whammies,7,A.J. Brown,WR,Ten,BN,12.2,Travis
Zeke Virus,7,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,7,Aaron Jones,RB,GB,RB,18.3,Jean
Eli Man Penguin Boy,7,Aaron Rodgers,QB,GB,BN,48.76,Andy
Big Bucs No Whammies,7,Adam Thielen,WR,Min,WR,9.5,Travis
Game of Jones,7,Adrian Peterson,RB,Was,BN,6.1,Andre
Run it Back,7,Alexander Mattison,RB,Min,BN,1.8,Jean
Birds Like I'm Julio,7,Allen Robinson II,WR,Chi,W/R/T,24.7,Jake
Game of Jones,7,Alshon Jeffery,WR,Phi,W/R/T,5.8,Andre
Run it Back,7,Alvin Kamara,RB,NO,BN,0,Jean
Zeke Virus,7,Amari Cooper,WR,Dal,WR,15.6,Adam
Birds Like I'm Julio,7,Antonio Brown,WR,NE,BN,0,Jake
Post Mahomes,7,Auden Tate,WR,Cin,W/R/T,9.5,JL
Big Bucs No Whammies,7,Austin Ekeler,RB,LAC,RB,25.5,Travis
Game of Jones,7,Austin Hooper,TE,Cle,TE,14.6,Andre
3HeadedATK,7,Baker Mayfield,QB,Cle,BN,0,Christopher
Zeke Virus,7,Baltimore,DEF,Bal,BN,18,Adam
Game of Jones,7,Brandin Cooks,WR,LAR,WR,9.9,Andre
Da Don Da Da's,7,Buffalo,DEF,Buf,BN,11,Khari
Eli Man Penguin Boy,7,Calvin Ridley,WR,Atl,W/R/T,7,Andy
Birds Like I'm Julio,7,Cam Newton,QB,Car,BN,0,Jake
Zeke Virus,7,Carlos Hyde,RB,Hou,BN,3.5,Adam
Zeke Virus,7,Carson Wentz,QB,Phi,QB,8.84,Adam
Birds Like I'm Julio,7,Chase Edmonds,RB,Ari,BN,35,Jake
Game of Jones,7,Chicago,DEF,Chi,DEF,6,Andre
Zeke Virus,7,Chris Carson,RB,Sea,W/R/T,10.4,Adam
Eli Man Penguin Boy,7,Chris Godwin,WR,TB,BN,0,Andy
Game of Jones,7,Chris Thompson,RB,Was,RB,0,Andre
3HeadedATK,7,Christian Kirk,WR,Ari,BN,0,Christopher
Big Bucs No Whammies,7,Christian McCaffrey,RB,Car,BN,0,Travis
Da Don Da Da's,7,Cooper Kupp,WR,LAR,WR,11,Khari
Run it Back,7,Courtland Sutton,WR,Den,W/R/T,14.7,Jean
Post Mahomes,7,Curtis Samuel,WR,Car,BN,0,JL
Obi 'Quon Kenobi,7,Dak Prescott,QB,Dal,BN,22.56,roy s
Post Mahomes,7,Dallas,DEF,Dal,DEF,15,JL
Eli Man Penguin Boy,7,Dalvin Cook,RB,Min,RB,27.9,Andy
Eli Man Penguin Boy,7,Damien Williams,RB,KC,BN,2.6,Andy
3HeadedATK,7,Daniel Jones,QB,NYG,QB,12.42,Christopher
Da Don Da Da's,7,Darrell Henderson Jr.,RB,LAR,BN,4.9,Khari
